,School ID,school_name,type,size,budget,Student ID,student_name,gender,grade,reading_score,math_score
47,0,Huang High School,District,2917,1910635,47,Ellen Brown,F,11th,77,81
48,0,Huang High School,District,2917,1910635,48,Amy Perkins,F,9th,76,66
49,0,Huang High School,District,2917,1910635,49,Natalie Mitchell,F,10th,73,93
50,0,Huang High School,District,2917,1910635,50,Tiffany Gutierrez,F,10th,82,95
51,0,Huang High School,District,2917,1910635,51,Jennifer Hess,F,11th,91,56
52,0,Huang High School,District,2917,1910635,52,Christine Fletcher,F,12th,69,78
53,0,Huang High School,District,2917,1910635,53,Jon Smith,M,9th,96,69
54,0,Huang High School,District,2917,1910635,54,Tracey Yates,F,9th,83,68
55,0,Huang High School,District,2917,1910635,55,Jerry Gordon,M,12th,95,71
56,0,Huang High School,District,2917,1910635,56,Michael Cox,M,11th,72,72
57,0,Huang High School,District,2917,1910635,57,Madeline Snyder MD,F,9th,97,56
58,0,Huang High School,District,2917,1910635,58,Allison King,F,11th,74,84
59,0,Huang High School,District,2917,1910635,59,Theresa Meyer,F,9th,88,70
60,0,Huang High School,District,2917,1910635,60,Jared Wood,M,9th,63,89
61,0,Huang High School,District,2917,1910635,61,Eric Maynard,M,9th,64,95
62,0,Huang High School,District,2917,1910635,62,Mark Owens,M,11th,74,65
63,0,Huang High School,District,2917,1910635,63,Ronnie Conley,M,11th,77,61
64,0,Huang High School,District,2917,1910635,64,Kimberly Davis,F,12th,87,57
65,0,Huang High School,District,2917,1910635,65,Amy Mitchell,F,11th,74,60
66,0,Huang High School,District,2917,1910635,66,Mr. Dylan Taylor MD,M,10th,77,93
67,0,Huang High School,District,2917,1910635,67,Elizabeth Henderson,F,12th,70,60
68,0,Huang High School,District,2917,1910635,68,James Lopez,M,12th,65,82
69,0,Huang High School,District,2917,1910635,69,Michael Morgan,M,11th,75,89
70,0,Huang High School,District,2917,1910635,70,Angela Francis,F,12th,70,60
71,0,Huang High School,District,2917,1910635,71,Breanna Taylor,F,10th,93,68
72,0,Huang High School,District,2917,1910635,72,Jason Johnson,M,12th,82,65
73,0,Huang High School,District,2917,1910635,73,Kyle Martin,M,10th,72,94
74,0,Huang High School,District,2917,1910635,74,Dr. Scott Gill,M,10th,85,85
75,0,Huang High School,District,2917,1910635,75,Lisa Long,F,10th,87,62
76,0,Huang High School,District,2917,1910635,76,Erin Liu,F,9th,78,76
77,0,Huang High School,District,2917,1910635,77,Marcus Richards,M,12th,83,76
78,0,Huang High School,District,2917,1910635,78,Jason Thompson,M,12th,99,57
79,0,Huang High School,District,2917,1910635,79,Elizabeth Mckinney,F,9th,74,81
80,0,Huang High School,District,2917,1910635,80,Jessica Bailey,F,10th,67,70
81,0,Huang High School,District,2917,1910635,81,Lisa Frye,F,12th,94,73
82,0,Huang High School,District,2917,1910635,82,Lindsey Baker,F,11th,81,57
83,0,Huang High School,District,2917,1910635,83,Lisa Ramirez,F,12th,64,76
84,0,Huang High School,District,2917,1910635,84,Joseph Butler,M,10th,77,63
85,0,Huang High School,District,2917,1910635,85,Tina Lynch,F,10th,94,60
86,0,Huang High School,District,2917,1910635,86,Leah Benitez,F,10th,93,84
87,0,Huang High School,District,2917,1910635,87,Elizabeth Parker,F,10th,85,56
88,0,Huang High School,District,2917,1910635,88,Melissa Hunter,F,10th,90,70
89,0,Huang High School,District,2917,1910635,89,Miss Madison Everett,F,11th,70,78
90,0,Huang High School,District,2917,1910635,90,Ronald Garcia,M,9th,99,86
91,0,Huang High School,District,2917,1910635,91,Mark Cherry,M,10th,96,98
92,0,Huang High School,District,2917,1910635,92,Ryan Stokes,M,9th,75,72
93,0,Huang High School,District,2917,1910635,93,Isaiah Maldonado,M,10th,84,91
94,0,Huang High School,District,2917,1910635,94,Micheal Dennis,M,12th,86,61
95,0,Huang High School,District,2917,1910635,95,Kevin Martinez,M,11th,89,58
96,0,Huang High School,District,2917,1910635,96,Jessica Smith,F,9th,77,72
97,0,Huang High School,District,2917,1910635,97,Dawn Trujillo,F,11th,82,87
98,0,Huang High School,District,2917,1910635,98,Virginia Ramirez MD,F,10th,99,89
99,0,Huang High School,District,2917,1910635,99,Marc Hernandez,M,10th,87,63
100,0,Huang High School,District,2917,1910635,100,Jose Gonzalez,M,12th,69,67
101,0,Huang High School,District,2917,1910635,101,Jason Dennis,M,10th,72,57
102,0,Huang High School,District,2917,1910635,102,Gary Morris,M,11th,74,58
103,0,Huang High School,District,2917,1910635,103,William Mcdonald,M,12th,86,74
104,0,Huang High School,District,2917,1910635,104,Michael Savage,M,9th,75,66
105,0,Huang High School,District,2917,1910635,105,Alexis Todd,F,11th,82,95
106,0,Huang High School,District,2917,1910635,106,David Hansen,M,10th,76,86
107,0,Huang High School,District,2917,1910635,107,Steven Mendez,M,12th,68,88
108,0,Huang High School,District,2917,1910635,108,Ryan Lynch,M,12th,77,67
109,0,Huang High School,District,2917,1910635,109,Timothy Marks,M,9th,78,62
110,0,Huang High School,District,2917,1910635,110,Alexander Johns,M,10th,67,77
111,0,Huang High School,District,2917,1910635,111,Kenneth Chavez,M,9th,70,79
112,0,Huang High School,District,2917,1910635,112,Dennis Williams,M,10th,88,67
113,0,Huang High School,District,2917,1910635,113,Michael Roy,M,12th,85,73
114,0,Huang High School,District,2917,1910635,114,Richard Ryan,M,12th,88,86
115,0,Huang High School,District,2917,1910635,115,Matthew Reyes,M,12th,79,60
116,0,Huang High School,District,2917,1910635,116,Stephanie Ward,F,11th,75,69
117,0,Huang High School,District,2917,1910635,117,Christopher Tucker,M,10th,80,90
118,0,Huang High School,District,2917,1910635,118,Daniel Jones,M,12th,66,68
119,0,Huang High School,District,2917,1910635,119,Devin Craig,M,10th,65,80
120,0,Huang High School,District,2917,1910635,120,Erin Prince,F,12th,88,81
121,0,Huang High School,District,2917,1910635,121,Bernard Ortiz,M,11th,78,76
122,0,Huang High School,District,2917,1910635,122,Nicole Miller,F,10th,98,57
123,0,Huang High School,District,2917,1910635,123,Christopher Fritz,M,9th,88,77
124,0,Huang High School,District,2917,1910635,124,Bonnie Mckinney,F,11th,63,65
125,0,Huang High School,District,2917,1910635,125,Troy Nelson,M,11th,79,63
126,0,Huang High School,District,2917,1910635,126,Jennifer Lee,F,12th,93,66
127,0,Huang High School,District,2917,1910635,127,Ronald Ward,M,10th,74,89
128,0,Huang High School,District,2917,1910635,128,Nathaniel Hampton,M,11th,70,81
129,0,Huang High School,District,2917,1910635,129,Michael Travis,M,11th,65,79
130,0,Huang High School,District,2917,1910635,130,James Taylor,M,9th,77,71
131,0,Huang High School,District,2917,1910635,131,Thomas Strickland,M,9th,63,77
132,0,Huang High School,District,2917,1910635,132,Brittany Jackson,F,9th,79,57
133,0,Huang High School,District,2917,1910635,133,Marisa Lowe,F,9th,95,95
134,0,Huang High School,District,2917,1910635,134,Nicole Thomas,F,9th,83,59
135,0,Huang High School,District,2917,1910635,135,Matthew Rodriguez,M,12th,80,79
136,0,Huang High School,District,2917,1910635,136,Kent Fernandez,M,12th,66,58
137,0,Huang High School,District,2917,1910635,137,Michelle Martin,F,12th,86,92
138,0,Huang High School,District,2917,1910635,138,John Sparks,M,9th,74,91
139,0,Huang High School,District,2917,1910635,139,Ann Blake,F,11th,97,75
140,0,Huang High School,District,2917,1910635,140,Melissa Miller,F,12th,76,67
141,0,Huang High School,District,2917,1910635,141,Steven Houston,M,9th,99,71
142,0,Huang High School,District,2917,1910635,142,Kristen Anderson,F,11th,78,76
143,0,Huang High School,District,2917,1910635,143,Cory Jones,M,11th,82,73
144,0,Huang High School,District,2917,1910635,144,Jennifer Mora,F,10th,98,73
145,0,Huang High School,District,2917,1910635,145,Dennis Griffin,M,9th,78,71
146,0,Huang High School,District,2917,1910635,146,Darryl Brown,M,10th,98,90
147,0,Huang High School,District,2917,1910635,147,Martin Mosley,M,10th,90,67
148,0,Huang High School,District,2917,1910635,148,Joyce Diaz,F,10th,85,58
149,0,Huang High School,District,2917,1910635,149,Jeffrey Rose,M,12th,81,91
150,0,Huang High School,District,2917,1910635,150,Jamie Moreno,F,9th,78,99
151,0,Huang High School,District,2917,1910635,151,Catherine Williams,F,9th,66,56
152,0,Huang High School,District,2917,1910635,152,Lauren Byrd,F,11th,66,92
153,0,Huang High School,District,2917,1910635,153,Vanessa Frazier,F,10th,85,82
154,0,Huang High School,District,2917,1910635,154,Stephen Bryant,M,11th,83,77
155,0,Huang High School,District,2917,1910635,155,Lawrence Liu,M,12th,82,73
156,0,Huang High School,District,2917,1910635,156,Joseph Larsen,M,9th,88,82
157,0,Huang High School,District,2917,1910635,157,Susan Collier,F,11th,76,92
158,0,Huang High School,District,2917,1910635,158,Meagan Jensen,F,9th,66,67
159,0,Huang High School,District,2917,1910635,159,Julie Harper,F,12th,88,73
160,0,Huang High School,District,2917,1910635,160,Meghan Carroll,F,12th,75,98
161,0,Huang High School,District,2917,1910635,161,Wanda Horton,F,11th,68,88
162,0,Huang High School,District,2917,1910635,162,Mary Campbell,F,10th,72,56
163,0,Huang High School,District,2917,1910635,163,Jennifer Rodgers,F,11th,83,98
164,0,Huang High School,District,2917,1910635,164,Heather Cooper,F,12th,85,61
165,0,Huang High School,District,2917,1910635,165,Ryan Perez,M,11th,70,87
166,0,Huang High School,District,2917,1910635,166,Ryan Cox,M,12th,95,72
167,0,Huang High School,District,2917,1910635,167,Darren Zavala,M,10th,64,84
168,0,Huang High School,District,2917,1910635,168,Joseph Morales III,M,10th,64,85
169,0,Huang High School,District,2917,1910635,169,Aaron West,M,10th,98,67
170,0,Huang High School,District,2917,1910635,170,James Combs,M,10th,65,82
171,0,Huang High School,District,2917,1910635,171,Curtis Garner,M,10th,79,78
172,0,Huang High School,District,2917,1910635,172,Sarah Miller,F,10th,94,71
173,0,Huang High School,District,2917,1910635,173,Samantha Thomas,F,10th,92,62
174,0,Huang High School,District,2917,1910635,174,Robert Atkins,M,9th,85,97
175,0,Huang High School,District,2917,1910635,175,Alexis Crawford,M,10th,70,82
176,0,Huang High School,District,2917,1910635,176,Ryan Maddox,M,11th,80,80
177,0,Huang High School,District,2917,1910635,177,Jonathan Meyer,M,9th,65,79
178,0,Huang High School,District,2917,1910635,178,Donna Wagner,F,10th,95,61
179,0,Huang High School,District,2917,1910635,179,William Kennedy,M,11th,76,56
180,0,Huang High School,District,2917,1910635,180,Kimberly Martinez,F,11th,84,83
181,0,Huang High School,District,2917,1910635,181,Matthew Anderson,M,11th,92,99
182,0,Huang High School,District,2917,1910635,182,Kari Miller,F,9th,88,55
183,0,Huang High School,District,2917,1910635,183,Jenna Luna,F,9th,73,91
184,0,Huang High School,District,2917,1910635,184,Justin Contreras,M,12th,89,63
185,0,Huang High School,District,2917,1910635,185,Mary Fox,F,11th,94,92
186,0,Huang High School,District,2917,1910635,186,Joseph Perkins,M,10th,96,76
187,0,Huang High School,District,2917,1910635,187,Kelly Phillips,F,12th,78,90
188,0,Huang High School,District,2917,1910635,188,Justin Thornton,M,11th,65,61
189,0,Huang High School,District,2917,1910635,189,Joshua Barber,M,10th,77,61
190,0,Huang High School,District,2917,1910635,190,Travis Jackson,M,11th,86,96
191,0,Huang High School,District,2917,1910635,191,Jordan Beasley,F,10th,96,59
192,0,Huang High School,District,2917,1910635,192,Kevin Allen,M,12th,68,63
193,0,Huang High School,District,2917,1910635,193,Victoria Harris,F,11th,89,59
194,0,Huang High School,District,2917,1910635,194,Victoria Joseph,F,12th,72,56
195,0,Huang High School,District,2917,1910635,195,Brandy Marshall,F,11th,86,60
196,0,Huang High School,District,2917,1910635,196,Ryan Jimenez,M,11th,63,89
197,0,Huang High School,District,2917,1910635,197,Michael Chan,M,9th,63,69
198,0,Huang High School,District,2917,1910635,198,Christopher Phillips,M,9th,86,55
199,0,Huang High School,District,2917,1910635,199,Kevin Murphy,M,10th,85,99
200,0,Huang High School,District,2917,1910635,200,Vanessa Harper,F,12th,85,85
201,0,Huang High School,District,2917,1910635,201,James Ferguson,M,9th,96,66
202,0,Huang High School,District,2917,1910635,202,Carol Schroeder,F,12th,83,61
203,0,Huang High School,District,2917,1910635,203,Jerry Phillips,M,10th,82,72
204,0,Huang High School,District,2917,1910635,204,Kristin Wade,F,9th,71,56
205,0,Huang High School,District,2917,1910635,205,Jessica Warner,F,11th,94,83
206,0,Huang High School,District,2917,1910635,206,Dorothy Burke,F,11th,91,92
207,0,Huang High School,District,2917,1910635,207,Bethany Walter,F,9th,88,76
208,0,Huang High School,District,2917,1910635,208,Melissa Avery,F,9th,83,86
209,0,Huang High School,District,2917,1910635,209,Daniel Sutton,M,11th,86,96
210,0,Huang High School,District,2917,1910635,210,Ryan Johnson,M,9th,63,79
211,0,Huang High School,District,2917,1910635,211,Timothy Quinn,M,10th,83,76
212,0,Huang High School,District,2917,1910635,212,Zachary Allen,M,10th,64,87
213,0,Huang High School,District,2917,1910635,213,Lauren Schmitt,F,12th,71,61
214,0,Huang High School,District,2917,1910635,214,Stephanie Armstrong,F,11th,70,66
215,0,Huang High School,District,2917,1910635,215,Ruben Rivera,M,9th,65,79
216,0,Huang High School,District,2917,1910635,216,Patricia Petty,F,12th,79,98
217,0,Huang High School,District,2917,1910635,217,Joseph Jacobs,M,11th,96,68
218,0,Huang High School,District,2917,1910635,218,Bianca Wilson,F,11th,66,62
219,0,Huang High School,District,2917,1910635,219,Donald Perez,M,9th,87,79
220,0,Huang High School,District,2917,1910635,220,Curtis Gomez,M,9th,77,77
221,0,Huang High School,District,2917,1910635,221,Courtney Brown,F,9th,90,88
222,0,Huang High School,District,2917,1910635,222,Nicole Randall,F,9th,94,78
223,0,Huang High School,District,2917,1910635,223,Steven Lambert,M,11th,64,56
224,0,Huang High School,District,2917,1910635,224,Anthony Alvarez,M,10th,93,90
225,0,Huang High School,District,2917,1910635,225,Shawn Farrell,M,10th,89,87
226,0,Huang High School,District,2917,1910635,226,Jesus Schmidt,M,9th,80,76
227,0,Huang High School,District,2917,1910635,227,Laura Wright,F,12th,89,69
228,0,Huang High School,District,2917,1910635,228,Steven Smith,M,11th,66,65
229,0,Huang High School,District,2917,1910635,229,Norman Thompson,M,9th,99,78
230,0,Huang High School,District,2917,1910635,230,Anthony Wright,M,10th,76,64
231,0,Huang High School,District,2917,1910635,231,Kayla Watts,F,11th,74,89
232,0,Huang High School,District,2917,1910635,232,Aimee Johnson,F,9th,97,55
233,0,Huang High School,District,2917,1910635,233,Heidi Scott,F,12th,77,98
234,0,Huang High School,District,2917,1910635,234,Anthony Williams,M,10th,78,93
235,0,Huang High School,District,2917,1910635,235,Sarah Hill,F,12th,88,97
236,0,Huang High School,District,2917,1910635,236,Kim Wang,F,9th,90,71
237,0,Huang High School,District,2917,1910635,237,Beth Manning,F,11th,88,92
238,0,Huang High School,District,2917,1910635,238,Ryan Hanson,M,12th,87,83
239,0,Huang High School,District,2917,1910635,239,James Wood,M,9th,70,81
240,0,Huang High School,District,2917,1910635,240,Corey Greene,M,10th,70,94
241,0,Huang High School,District,2917,1910635,241,John Carter,M,11th,95,83
242,0,Huang High School,District,2917,1910635,242,Beth Garza,F,11th,75,92
243,0,Huang High School,District,2917,1910635,243,Karen Jones,F,9th,78,96
244,0,Huang High School,District,2917,1910635,244,Stephanie Poole,F,10th,95,59
245,0,Huang High School,District,2917,1910635,245,Lisa Brown,F,9th,99,72
246,0,Huang High School,District,2917,1910635,246,Paul Scott,M,10th,64,78
247,0,Huang High School,District,2917,1910635,247,Evelyn Buck,F,10th,68,60
248,0,Huang High School,District,2917,1910635,248,Terry Harrell,M,9th,86,69
249,0,Huang High School,District,2917,1910635,249,Leah Skinner,F,11th,70,79
250,0,Huang High School,District,2917,1910635,250,Anthony Mercado,M,11th,95,97
251,0,Huang High School,District,2917,1910635,251,Walter Kelly,M,9th,80,78
252,0,Huang High School,District,2917,1910635,252,Lori Evans,F,10th,99,66
253,0,Huang High School,District,2917,1910635,253,Ashley Jones,F,12th,96,72
254,0,Huang High School,District,2917,1910635,254,Amber Soto,F,9th,82,60
255,0,Huang High School,District,2917,1910635,255,Patrick Phillips,M,10th,64,62
256,0,Huang High School,District,2917,1910635,256,Linda Curry,F,11th,74,76
257,0,Huang High School,District,2917,1910635,257,Alexander Obrien,M,10th,68,90
258,0,Huang High School,District,2917,1910635,258,Vincent Garza,M,10th,97,61
259,0,Huang High School,District,2917,1910635,259,Terry Marsh,M,11th,99,69
260,0,Huang High School,District,2917,1910635,260,Angela Perkins DVM,F,11th,76,56
261,0,Huang High School,District,2917,1910635,261,Peter Hampton,M,9th,83,97
262,0,Huang High School,District,2917,1910635,262,David Cross,M,11th,68,61
263,0,Huang High School,District,2917,1910635,263,Clinton Ortega,M,10th,93,62
264,0,Huang High School,District,2917,1910635,264,Jamie Escobar,F,10th,91,91
265,0,Huang High School,District,2917,1910635,265,Sandra Mason,F,12th,76,83
266,0,Huang High School,District,2917,1910635,266,Craig Cole,M,12th,83,92
267,0,Huang High School,District,2917,1910635,267,Lisa Warren,F,12th,70,81
268,0,Huang High School,District,2917,1910635,268,Maria Howard,F,9th,74,91
269,0,Huang High School,District,2917,1910635,269,Michael Porter,M,11th,86,68
270,0,Huang High School,District,2917,1910635,270,John Turner,M,11th,78,99
271,0,Huang High School,District,2917,1910635,271,Timothy Wang,M,12th,93,75
272,0,Huang High School,District,2917,1910635,272,Amanda Taylor,F,9th,73,58
273,0,Huang High School,District,2917,1910635,273,Karen Mckenzie,F,9th,82,64
274,0,Huang High School,District,2917,1910635,274,Brandon Miles,M,11th,98,76
275,0,Huang High School,District,2917,1910635,275,Christina Whitaker,F,12th,86,89
276,0,Huang High School,District,2917,1910635,276,Nicole Peterson,F,9th,78,98
277,0,Huang High School,District,2917,1910635,277,Ashley Moore,F,9th,67,74
278,0,Huang High School,District,2917,1910635,278,Todd Carrillo,M,10th,80,99
279,0,Huang High School,District,2917,1910635,279,Robert Williams,M,10th,63,68
280,0,Huang High School,District,2917,1910635,280,Ashley Jones,F,9th,92,72
281,0,Huang High School,District,2917,1910635,281,Vanessa Parker,F,9th,67,78
282,0,Huang High School,District,2917,1910635,282,Robert Carlson,M,12th,73,82
283,0,Huang High School,District,2917,1910635,283,Jared Lewis,M,10th,77,56
284,0,Huang High School,District,2917,1910635,284,Christopher Hernandez,M,10th,92,64
285,0,Huang High School,District,2917,1910635,285,Kimberly Harris,F,9th,66,59
286,0,Huang High School,District,2917,1910635,286,Katrina Hill,F,10th,73,73
287,0,Huang High School,District,2917,1910635,287,Heather Lee,F,9th,71,69
288,0,Huang High School,District,2917,1910635,288,Donald Harmon,M,11th,63,67
289,0,Huang High School,District,2917,1910635,289,Elizabeth Sanders,F,10th,82,64
290,0,Huang High School,District,2917,1910635,290,Richard Ramsey,M,12th,80,60
291,0,Huang High School,District,2917,1910635,291,Carmen Johnson,F,12th,89,79
292,0,Huang High School,District,2917,1910635,292,Elaine Osborne,F,10th,91,69
293,0,Huang High School,District,2917,1910635,293,Kent Burns,M,9th,81,72
294,0,Huang High School,District,2917,1910635,294,Meagan Smith,F,11th,67,87
295,0,Huang High School,District,2917,1910635,295,Craig Hahn,M,9th,92,73
296,0,Huang High School,District,2917,1910635,296,Jeremy Wu,M,11th,72,81
297,0,Huang High School,District,2917,1910635,297,Aaron Rodriguez,M,11th,75,78
298,0,Huang High School,District,2917,1910635,298,Matthew Taylor,M,10th,64,63
299,0,Huang High School,District,2917,1910635,299,Diana Evans,F,11th,96,94
300,0,Huang High School,District,2917,1910635,300,Michele Pearson,F,12th,89,98
301,0,Huang High School,District,2917,1910635,301,Erik Wagner,M,12th,92,61
302,0,Huang High School,District,2917,1910635,302,Maria Welch,F,12th,74,97
303,0,Huang High School,District,2917,1910635,303,Debra Martin,F,12th,68,55
304,0,Huang High School,District,2917,1910635,304,Devon Conner,M,9th,91,89
305,0,Huang High School,District,2917,1910635,305,Christine Patel,F,9th,99,94
306,0,Huang High School,District,2917,1910635,306,David Lopez,M,9th,95,95
307,0,Huang High School,District,2917,1910635,307,Nathan Baird,M,11th,68,59
308,0,Huang High School,District,2917,1910635,308,Samuel Castillo,M,11th,98,57
309,0,Huang High School,District,2917,1910635,309,Rebecca Payne,F,11th,77,66
310,0,Huang High School,District,2917,1910635,310,Carl Johnson,M,10th,64,95
311,0,Huang High School,District,2917,1910635,311,William Adams,M,12th,85,82
312,0,Huang High School,District,2917,1910635,312,Paula Harrison,F,11th,81,91
313,0,Huang High School,District,2917,1910635,313,Wayne Atkinson,M,11th,86,63
314,0,Huang High School,District,2917,1910635,314,Lindsay Frank,F,9th,92,66
315,0,Huang High School,District,2917,1910635,315,Jose Garcia,M,10th,67,84
316,0,Huang High School,District,2917,1910635,316,Andrew Gaines,M,12th,68,87
317,0,Huang High School,District,2917,1910635,317,Rachael Liu,F,10th,77,79
318,0,Huang High School,District,2917,1910635,318,Donald Lewis,M,11th,72,72
319,0,Huang High School,District,2917,1910635,319,Shane Edwards,M,9th,74,59
320,0,Huang High School,District,2917,1910635,320,Todd Levy,M,12th,91,94
321,0,Huang High School,District,2917,1910635,321,Joanna Moore,F,10th,84,66
322,0,Huang High School,District,2917,1910635,322,Michael Lewis,M,9th,98,90
323,0,Huang High School,District,2917,1910635,323,James Robinson,M,9th,91,60
324,0,Huang High School,District,2917,1910635,324,Jeffrey Arellano,M,9th,89,87
325,0,Huang High School,District,2917,1910635,325,Heather Allen MD,F,11th,96,94
326,0,Huang High School,District,2917,1910635,326,Lori Villarreal,F,9th,66,81
327,0,Huang High School,District,2917,1910635,327,Robert Harper,M,12th,78,85
328,0,Huang High School,District,2917,1910635,328,Karen Villegas,F,9th,76,57
329,0,Huang High School,District,2917,1910635,329,Tracey Crane,F,9th,77,97
330,0,Huang High School,District,2917,1910635,330,Elizabeth Allen,F,9th,73,77
331,0,Huang High School,District,2917,1910635,331,Jorge Lynn,M,11th,93,66
332,0,Huang High School,District,2917,1910635,332,Harold Gordon,M,11th,98,66
333,0,Huang High School,District,2917,1910635,333,Nicholas Mcclain,M,9th,76,90
334,0,Huang High School,District,2917,1910635,334,Tanya Harris,F,11th,85,86
335,0,Huang High School,District,2917,1910635,335,Amy Smith,F,12th,93,93
336,0,Huang High School,District,2917,1910635,336,Kathy Morse,F,11th,64,91
337,0,Huang High School,District,2917,1910635,337,Andrea Wood,F,10th,77,70
338,0,Huang High School,District,2917,1910635,338,Maureen Massey,F,9th,98,76
339,0,Huang High School,District,2917,1910635,339,Daniel Smith,M,11th,66,81
340,0,Huang High School,District,2917,1910635,340,Alexandra Smith,F,11th,78,77
341,0,Huang High School,District,2917,1910635,341,Caitlin Hall,F,11th,72,58
342,0,Huang High School,District,2917,1910635,342,Jose Carlson,M,11th,90,91
343,0,Huang High School,District,2917,1910635,343,Deborah Macias,F,9th,90,87
344,0,Huang High School,District,2917,1910635,344,Dwayne Rice,M,11th,99,78
345,0,Huang High School,District,2917,1910635,345,Matthew Harris,M,10th,69,80
346,0,Huang High School,District,2917,1910635,346,Eric Bowman,M,9th,80,94
347,0,Huang High School,District,2917,1910635,347,Samuel Ali,M,9th,66,91
348,0,Huang High School,District,2917,1910635,348,David Miller,M,12th,70,92
349,0,Huang High School,District,2917,1910635,349,James Moreno,M,11th,89,63
350,0,Huang High School,District,2917,1910635,350,Brooke Austin,F,11th,78,98
351,0,Huang High School,District,2917,1910635,351,Alisha Martin,F,10th,65,68
352,0,Huang High School,District,2917,1910635,352,Neil Rodriguez,M,10th,98,69
353,0,Huang High School,District,2917,1910635,353,Gary Williams,M,10th,73,56
354,0,Huang High School,District,2917,1910635,354,Michael Pittman,M,12th,89,60
355,0,Huang High School,District,2917,1910635,355,Stephanie Palmer,F,10th,85,91
356,0,Huang High School,District,2917,1910635,356,Christine Perry,F,11th,92,97
357,0,Huang High School,District,2917,1910635,357,Suzanne David,F,10th,83,62
358,0,Huang High School,District,2917,1910635,358,Amber Smith,F,12th,82,75
359,0,Huang High School,District,2917,1910635,359,Ryan Jones,M,9th,94,62
360,0,Huang High School,District,2917,1910635,360,Emily Ford,F,9th,79,61
361,0,Huang High School,District,2917,1910635,361,Kelsey Shea,F,12th,85,66
